name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
T-Shirt-BH aus Microfaser;http://www.hm.com/de/product/92959?article=92959-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0110065 001 06 0018.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AV_0236_019R.jpg]&set=key[rotate],value[-0.6]&set=key[width],value[2083]&set=key[height],value[2436]&set=key[x],value[1516]&set=key[y],value[129]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;schwarz;70b;women;H&M;H&M
Balconette-BH aus Microfaser;http://www.hm.com/de/product/03948?article=03948-G;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0153115 019 98 1686.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0081_028R.jpg]&set=key[rotate],value[-1.35]&set=key[width],value[2166]&set=key[height],value[2533]&set=key[x],value[1856]&set=key[y],value[167]&set=key[type],value[FASHION_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;schwarz;70b;women;H&M;H&M
Balconette-BH aus Microfaser;http://www.hm.com/de/product/03948?article=03948-H;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0153115 020 98 1684.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3168_018R.jpg]&set=key[rotate],value[0.85]&set=key[width],value[1929]&set=key[height],value[2256]&set=key[x],value[1790]&set=key[y],value[284]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;beige;70c;women;H&M;H&M
Balconette-BH aus Microfaser;http://www.hm.com/de/product/03948?article=03948-I;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0153115 021 16 4224.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=6&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3168_018R.jpg]&set=key[rotate],value[0.85]&set=key[width],value[1929]&set=key[height],value[2256]&set=key[x],value[1790]&set=key[y],value[284]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;weiss;70b;women;H&M;H&M
Geflochtenes Haarband;http://www.hm.com/de/product/32155?article=32155-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0176754 002 20 2531.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;3,99;Accessories;Haaraccessoires;beige;;women;H&M;H&M
Geflochtenes Haarband;http://www.hm.com/de/product/32155?article=32155-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0176754 003 20 2530.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=8&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;3,99;Accessories;Haaraccessoires;braun;;women;H&M;H&M
Geripptes Tanktop;http://www.hm.com/de/product/31135?article=31135-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0201383 001 67 6615.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/5YT_0348_028R.jpg]&set=key[rotate],value[0]&set=key[width],value[3444]&set=key[height],value[4027]&set=key[x],value[859]&set=key[y],value[215]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];6,99;fashion;T-Shirts;schwarz;m;men;H&M;H&M
Geripptes Tanktop;http://www.hm.com/de/product/31135?article=31135-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0201383 002 67 6614.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/5YT_0348_028R.jpg]&set=key[rotate],value[0]&set=key[width],value[3444]&set=key[height],value[4027]&set=key[x],value[859]&set=key[y],value[215]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];6,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
5er-Pack Strümpfe;http://www.hm.com/de/product/34116?article=34116-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BL 0243937 001 00 0000.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;fashion;Unterwäsche;schwarz;39;women;H&M;H&M
Stretchige Bluse;http://www.hm.com/de/product/93004?article=93004-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BY 0105800 001 21 6487.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AU_0006_005R.jpg]&set=key[rotate],value[0.95]&set=key[width],value[3817]&set=key[height],value[4464]&set=key[x],value[748]&set=key[y],value[317]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Hemden;schwarz;s;women;H&M;H&M
Stretchige Bluse;http://www.hm.com/de/product/93004?article=93004-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BY 0105800 002 21 6486.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AU_0006_005R.jpg]&set=key[rotate],value[0.95]&set=key[width],value[3817]&set=key[height],value[4464]&set=key[x],value[748]&set=key[y],value[317]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Hemden;weiss;l;women;H&M;H&M
Twillhose Slim Fit;http://www.hm.com/de/product/24365?article=24365-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BY 0219086 009 36 4908.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;fashion;Hosen;schwarz;28;men;H&M;H&M
Knielanger Rock;http://www.hm.com/de/product/28647?article=28647-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3BY 0226405 001 64 6337.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;fashion;Röcke;schwarz;l;women;H&M;H&M
4er-Pack Haarklemmen;http://www.hm.com/de/product/13066?article=13066-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3CY 0186262 001 17 7046.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;2,49;Accessories;Haaraccessoires;schwarz;;women;H&M;H&M
4er-Pack Haarklemmen;http://www.hm.com/de/product/13066?article=13066-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3CY 0186262 002 80 2498.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;2,49;Accessories;Haaraccessoires;braun;;women;H&M;H&M
30er-Pack Haarnadeln;http://www.hm.com/de/product/28971?article=28971-C;lp.hm.com/hmprod?set=key[source],value[/model/2014/3CY 0214844 003 80 2496.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;1,99;Accessories;Haaraccessoires;gold;;women;H&M;H&M
Push-up-BH aus Spitze;http://www.hm.com/de/product/31598?article=31598-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3DV 0233336 001 44 2748.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0375_024R.jpg]&set=key[rotate],value[-0.5]&set=key[width],value[2334]&set=key[height],value[2729]&set=key[x],value[1495]&set=key[y],value[181]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;schwarz;70a;women;H&M;H&M
3er-Pack Minisocks in 80 den;http://www.hm.com/de/product/26907?article=26907-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3EV 0217727 003 25 6269.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;fashion;Unterwäsche;schwarz;36;women;H&M;H&M
Schultertasche;http://www.hm.com/de/product/31499?article=31499-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3EV 0242366 001 00 0290.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Taschen;schwarz;;women;H&M;H&M
Schultertasche;http://www.hm.com/de/product/31499?article=31499-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3EV 0242366 002 10 0576.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Taschen;grau;;women;H&M;H&M
Jerseyshirt;http://www.hm.com/de/product/19061?article=19061-F;lp.hm.com/hmprod?set=key[source],value[/model/2014/3FV 0200726 007 67 2830.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=8&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6NT_0043_010R.jpg]&set=key[rotate],value[0.65]&set=key[width],value[3746]&set=key[height],value[4380]&set=key[x],value[657]&set=key[y],value[646]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;Tops;weiss;s;women;H&M;H&M
Super Skinny Super Low Jeans;http://www.hm.com/de/product/37971?article=37971-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3FV 0244098 001 82 7241.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2014/4AE_0406_003R.jpg]&set=key[rotate],value[0.45]&set=key[width],value[3372]&set=key[height],value[3943]&set=key[x],value[1065]&set=key[y],value[1211]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Jeans;blau;30;women;H&M;H&M
Bleistiftrock;http://www.hm.com/de/product/30443?article=30443-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3GV 0215922 001 22 2737.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0161_027R.jpg]&set=key[rotate],value[-1.15]&set=key[width],value[4141]&set=key[height],value[4841]&set=key[x],value[755]&set=key[y],value[242]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;Röcke;schwarz;m;women;H&M;H&M
3er-Pack Microfaser-Strings;http://www.hm.com/de/product/28863?article=28863-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3GV 0217384 003 00 0000.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6NT_0162_002R.jpg]&set=key[rotate],value[-2.05]&set=key[width],value[3767]&set=key[height],value[4405]&set=key[x],value[761]&set=key[y],value[471]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];7,99;fashion;Unterwäsche;beige;m;women;H&M;H&M
Blazer aus Kreppstoff;http://www.hm.com/de/product/26130?article=26130-C;lp.hm.com/hmprod?set=key[source],value[/model/2014/3GV 0225411 002 08 5475.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0378_093R.jpg]&set=key[rotate],value[-0.25]&set=key[width],value[3635]&set=key[height],value[4251]&set=key[x],value[804]&set=key[y],value[488]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Blazer;schwarz;l;women;H&M;H&M
Basic-T-Shirt;http://www.hm.com/de/product/27446?article=27446-N;lp.hm.com/hmprod?set=key[source],value[/model/2014/3GV 0229656 023 00 3892.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;6,99;fashion;T-Shirts;grau;l;men;H&M;H&M
Skinny Regular Jeans;http://www.hm.com/de/product/28835?article=28835-B;lp.hm.com/hmprod?set=key[source],value[/model/2014/3GV 0233661 001 25 7146.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AU_0158_999R.jpg]&set=key[rotate],value[-0.2]&set=key[width],value[3987]&set=key[height],value[4662]&set=key[x],value[768]&set=key[y],value[433]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Jeans;schwarz;24;women;H&M;H&M
Sneaker aus Leder;http://www.hm.com/de/product/30406?article=30406-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3HA 0239376 002 20 0045.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/5DT_0292_004R.jpg]&set=key[rotate],value[-1.4]&set=key[width],value[2452]&set=key[height],value[2867]&set=key[x],value[1530]&set=key[y],value[2189]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];49,99;schuhe;Sneaker;weiss;40;men;H&M;H&M
Push-up-BH aus Spitze;http://www.hm.com/de/product/31680?article=31680-G;lp.hm.com/hmprod?set=key[source],value[/model/2014/3HA 0242476 007 00 4360.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AV_0418_009R.jpg]&set=key[rotate],value[0.3]&set=key[width],value[2297]&set=key[height],value[2686]&set=key[x],value[1581]&set=key[y],value[198]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];12,99;fashion;Unterwäsche;weiss;70a;women;H&M;H&M
2-Pack Feinstrick-Strumpfhosen;http://www.hm.com/de/product/42106?article=42106-A;lp.hm.com/hmprod?set=key[source],value[/model/2014/3HV 0201219 003 97 7616.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AV_0336_006R.jpg]&set=key[rotate],value[0.3]&set=key[width],value[3715]&set=key[height],value[4343]&set=key[x],value[758]&set=key[y],value[794]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;grau;xl;women;H&M;H&M
