name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
Fliege und Einstecktuch;http://www.hm.com/de/product/38137?article=38137-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363732 001 00 2162.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Krawatten, Fliegen & Einstecktücher;blau;;men;H&M;H&M
Schmuckset;http://www.hm.com/de/product/40132?article=40132-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363741 001 00 1928.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;Accessories;Schmuck;gold;;women;H&M;H&M
Turtleneck-Pullover;http://www.hm.com/de/product/40763?article=40763-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363770 006 97 1602.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0347_008R.jpg]&set=key[rotate],value[0.1]&set=key[width],value[3605]&set=key[height],value[4215]&set=key[x],value[913]&set=key[y],value[502]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];24,99;fashion;Pullover;grau;l;women;H&M;H&M
Turtleneck-Pullover;http://www.hm.com/de/product/40763?article=40763-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363770 007 97 1605.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0349_016R.jpg]&set=key[rotate],value[1.2]&set=key[width],value[3527]&set=key[height],value[4123]&set=key[x],value[930]&set=key[y],value[424]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];24,99;fashion;Pullover;schwarz;l;women;H&M;H&M
Turtleneck-Pullover;http://www.hm.com/de/product/40763?article=40763-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363770 008 97 1603.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0348_001R.jpg]&set=key[rotate],value[-0.95]&set=key[width],value[3517]&set=key[height],value[4112]&set=key[x],value[960]&set=key[y],value[449]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];24,99;fashion;Pullover;orange;l;women;H&M;H&M
Turtleneck-Pullover;http://www.hm.com/de/product/40763?article=40763-D;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363770 009 97 1604.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0346_015R.jpg]&set=key[rotate],value[-0.85]&set=key[width],value[3528]&set=key[height],value[4125]&set=key[x],value[974]&set=key[y],value[491]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];24,99;fashion;Pullover;grün;l;women;H&M;H&M
2er-Pack Armbänder;http://www.hm.com/de/product/39594?article=39594-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363785 001 00 0994.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;6,99;Accessories;Schmuck;rosa;;women;H&M;H&M
4er-Pack Ringe;http://www.hm.com/de/product/39592?article=39592-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363786 001 70 1050.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Schmuck;orange;;women;H&M;H&M
Lange Ohrringe mit Quasten;http://www.hm.com/de/product/38821?article=38821-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363790 001 10 0986.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;Accessories;Schmuck;rot;;women;H&M;H&M
Halskette mit Troddeln;http://www.hm.com/de/product/38587?article=38587-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363791 001 10 0978.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Schmuck;rot;;women;H&M;H&M
Lange Ohrringe;http://www.hm.com/de/product/38873?article=38873-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363918 001 90 1360.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Schmuck;silber;;women;H&M;H&M
Kurze Kette mit Anhängern;http://www.hm.com/de/product/38874?article=38874-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363919 001 90 1365.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;Accessories;Schmuck;silber;;women;H&M;H&M
Kleid mit Turtleneck;http://www.hm.com/de/product/39702?article=39702-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363958 001 82 1147.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0160_013R.jpg]&set=key[rotate],value[-0.5]&set=key[width],value[4270]&set=key[height],value[4993]&set=key[x],value[597]&set=key[y],value[34]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Kleider;schwarz;xl;women;H&M;H&M
Kleid mit Turtleneck;http://www.hm.com/de/product/39702?article=39702-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0363958 003 98 1198.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0159_008R.jpg]&set=key[rotate],value[-0.35]&set=key[width],value[4088]&set=key[height],value[4780]&set=key[x],value[645]&set=key[y],value[136]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Kleider;grau;xl;women;H&M;H&M
Gemustertes Sweatshirt;http://www.hm.com/de/product/38313?article=38313-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364058 003 82 0877.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0007_006R.jpg]&set=key[rotate],value[-0.6]&set=key[width],value[3857]&set=key[height],value[4510]&set=key[x],value[850]&set=key[y],value[230]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Pullover;weiss;l;women;H&M;H&M
Shirt mit Tweedstruktur;http://www.hm.com/de/product/40777?article=40777-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364072 001 53 2053.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6DT_0411_002R.jpg]&set=key[rotate],value[-2.3]&set=key[width],value[3963]&set=key[height],value[4634]&set=key[x],value[781]&set=key[y],value[455]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Pullover;rot;m;men;H&M;H&M
Bleistiftrock;http://www.hm.com/de/product/38264?article=38264-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364239 001 12 0694.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AU_0005_006R.jpg]&set=key[rotate],value[-0.55]&set=key[width],value[3806]&set=key[height],value[4450]&set=key[x],value[775]&set=key[y],value[247]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Röcke;schwarz;l;women;H&M;H&M
Bleistiftrock;http://www.hm.com/de/product/38264?article=38264-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364239 003 98 1275.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3112_002R.jpg]&set=key[rotate],value[1.75]&set=key[width],value[3736]&set=key[height],value[4369]&set=key[x],value[903]&set=key[y],value[490]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Röcke;beige;l;women;H&M;H&M
Kette und Ohrringe;http://www.hm.com/de/product/38262?article=38262-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364264 001 00 0959.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Schmuck;schwarz;;women;H&M;H&M
Stifteetui;http://www.hm.com/de/product/39527?article=39527-G;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364271 004 80 1650.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;Accessories;Sonstiges;gelb;;women;H&M;H&M
Strickweste;http://www.hm.com/de/product/38295?article=38295-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364343 001 33 0948.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0170_026R.jpg]&set=key[rotate],value[0.6]&set=key[width],value[4032]&set=key[height],value[4715]&set=key[x],value[694]&set=key[y],value[177]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Pullover;schwarz;l;women;H&M;H&M
Strickweste;http://www.hm.com/de/product/38295?article=38295-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364343 002 33 0949.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0172_019R.jpg]&set=key[rotate],value[-0.7]&set=key[width],value[4201]&set=key[height],value[4912]&set=key[x],value[637]&set=key[y],value[86]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Pullover;beige;xl;women;H&M;H&M
Weite Hose;http://www.hm.com/de/product/38428?article=38428-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364414 001 35 0687.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0140_026R.jpg]&set=key[rotate],value[0.1]&set=key[width],value[4082]&set=key[height],value[4773]&set=key[x],value[665]&set=key[y],value[221]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Hosen;schwarz;m;women;H&M;H&M
Lange Unterhose;http://www.hm.com/de/product/40337?article=40337-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364531 001 18 2147.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;fashion;Nachtwäsche;grau;l;men;H&M;H&M
Ankleboots;http://www.hm.com/de/product/39227?article=39227-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364557 001 70 1524.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;39,99;schuhe;Stiefel;schwarz;36;women;H&M;H&M
Cap;http://www.hm.com/de/product/38412?article=38412-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364591 003 10 1127.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Mützen/Schals/Handschuhe;blau;;men;H&M;H&M
Cap;http://www.hm.com/de/product/38412?article=38412-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364591 005 10 1126.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Mützen/Schals/Handschuhe;beige;;men;H&M;H&M
Kleine Schultertasche;http://www.hm.com/de/product/38399?article=38399-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364595 001 50 0792.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;Accessories;Taschen;schwarz;;women;H&M;H&M
Kleine Schultertasche;http://www.hm.com/de/product/38399?article=38399-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364595 002 60 0793.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;14,99;Accessories;Taschen;weiss;;women;H&M;H&M
Feinstrick-Pullover;http://www.hm.com/de/product/38441?article=38441-D;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364635 001 01 0902.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AZ_3230_006R.jpg]&set=key[rotate],value[-0.65]&set=key[width],value[3773]&set=key[height],value[4412]&set=key[x],value[793]&set=key[y],value[181]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Pullover;grau;l;women;H&M;H&M
Feinstrick-Pullover;http://www.hm.com/de/product/38441?article=38441-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364635 002 01 0904.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AZ_3227_015R.jpg]&set=key[rotate],value[0.5]&set=key[width],value[3817]&set=key[height],value[4464]&set=key[x],value[722]&set=key[y],value[180]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Pullover;grau;l;women;H&M;H&M
Feinstrick-Pullover;http://www.hm.com/de/product/38441?article=38441-E;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364635 005 01 0903.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AZ_3229_007R.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[3601]&set=key[height],value[4211]&set=key[x],value[713]&set=key[y],value[29]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Pullover;gelb;l;women;H&M;H&M
Cap mit Textstickerei;http://www.hm.com/de/product/38431?article=38431-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364693 002 40 1248.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Mützen/Schals/Handschuhe;rot;;men;H&M;H&M
Jerseyshirt mit Puffärmeln;http://www.hm.com/de/product/40821?article=40821-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364841 001 63 1678.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0083_003R.jpg]&set=key[rotate],value[0.55]&set=key[width],value[3806]&set=key[height],value[4450]&set=key[x],value[846]&set=key[y],value[148]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;Tops;schwarz;l;women;H&M;H&M
Weite Anzughose;http://www.hm.com/de/product/40916?article=40916-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364936 001 05 1710.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3111_015R.jpg]&set=key[rotate],value[-0.15]&set=key[width],value[4004]&set=key[height],value[4682]&set=key[x],value[513]&set=key[y],value[280]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Hosen;schwarz;l;women;H&M;H&M
Kleine Schultertasche;http://www.hm.com/de/product/40936?article=40936-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0364966 001 60 2224.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;Accessories;Taschen;schwarz;;women;H&M;H&M
Lange Ohrringe;http://www.hm.com/de/product/38471?article=38471-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365047 001 20 0824.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;6,99;Accessories;Schmuck;gold;;women;H&M;H&M
Spitzenbustier;http://www.hm.com/de/product/38542?article=38542-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365080 001 96 1091.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6DT_0125_005R.jpg]&set=key[rotate],value[0.35]&set=key[width],value[2335]&set=key[height],value[2730]&set=key[x],value[1615]&set=key[y],value[344]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];24,99;fashion;Unterwäsche;schwarz;70b;women;H&M;H&M
Langarmshirt;http://www.hm.com/de/product/38682?article=38682-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365145 001 52 1284.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0047_028R.jpg]&set=key[rotate],value[-0.7]&set=key[width],value[3489]&set=key[height],value[4079]&set=key[x],value[883]&set=key[y],value[547]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;T-Shirts;grau;l;men;H&M;H&M
Cargojacke mit Kapuze;http://www.hm.com/de/product/38715?article=38715-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365271 001 38 2187.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0132_005R.jpg]&set=key[rotate],value[-0.5]&set=key[width],value[3508]&set=key[height],value[4102]&set=key[x],value[1066]&set=key[y],value[301]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Jacken & Mäntel;grün;l;women;H&M;H&M
Sneaker;http://www.hm.com/de/product/40955?article=40955-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365300 001 80 1563.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;29,99;schuhe;Sneaker;weiss;36;women;H&M;H&M
Geripptes Rollkragenshirt;http://www.hm.com/de/product/38930?article=38930-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365403 001 41 0807.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AX_0015_027R.jpg]&set=key[rotate],value[3.05]&set=key[width],value[3751]&set=key[height],value[4386]&set=key[x],value[850]&set=key[y],value[499]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Pullover;schwarz;l;women;H&M;H&M
3er-Pack Sportsocken;http://www.hm.com/de/product/38600?article=38600-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365439 001 00 0000.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;fashion;Unterwäsche;schwarz;40;men;H&M;H&M
